portfolioName(string),index(int option),yearMonth(date),ret(float)
Mine,1,2011-06-01T00:00:00.0000000,-0.02161757626082397
Mine,2,2011-06-01T00:00:00.0000000,-0.015335018853084753
Mine,3,2011-06-01T00:00:00.0000000,-0.018402350527925562
Mine,1,2011-07-01T00:00:00.0000000,-0.02811274629206714
Mine,2,2011-07-01T00:00:00.0000000,-0.03188832081537669
Mine,3,2011-07-01T00:00:00.0000000,-0.013714769173245997
Mine,1,2011-08-01T00:00:00.0000000,-0.07697030058312898
Mine,2,2011-08-01T00:00:00.0000000,-0.06257672296221987
Mine,3,2011-08-01T00:00:00.0000000,-0.043163376726456044
Mine,1,2011-09-01T00:00:00.0000000,-0.10619877448724181
Mine,2,2011-09-01T00:00:00.0000000,-0.07483611216232837
Mine,3,2011-09-01T00:00:00.0000000,-0.07456367614866523
Mine,1,2011-10-01T00:00:00.0000000,0.12415107827857
Mine,2,2011-10-01T00:00:00.0000000,0.11540173999683802
Mine,3,2011-10-01T00:00:00.0000000,0.10836584549412172
Mine,1,2011-11-01T00:00:00.0000000,0.0015961074166651113
